Scheme Name,Net Asset Value,
HDFC Dividend Yield Fund - IDCW Plan,13.944,
,,
,,
,,
ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option,31.37,
ICICI Prudential Dividend Yield Equity Fund Direct Plan IDCW Option,17.14,
ICICI Prudential Dividend Yield Equity Fund Growth Option,29.01,
ICICI Prudential Dividend Yield Equity Fund IDCW Option,14.35,
,,
,,
,,
IDBI Dividend Yield Fund - Direct Plan - Growth,17.61,
IDBI Dividend Yield Fund - Direct Plan - IDCW,17.61,
IDBI Dividend Yield Fund - Regular Plan - Growth,16.72,
IDBI Dividend Yield Fund - Regular Plan - IDCW,16.72,
,,
,,
,,
SBI Dividend Yield Fund - Direct Plan - Growth,10.0412,
SBI Dividend Yield Fund - Direct Plan - Income Distribution cum Capital Withdrawal (IDCW) Option,10.0412,
SBI Dividend Yield Fund - Regular Plan - Growth,10.0399,
SBI Dividend Yield Fund - Regular Plan - Income Distribution cum Capital Withdrawal (IDCW) Option,10.0399,
,,
,,
,,
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund) - Direct Plan - Growth Option,90.5805,
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option,46.6727,
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Half Yearly Income Distribution CUM Capital Withdrawal Plan,28.7016,
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)-Growth Plan,85.4365,
,,
,,
,,
Tata Dividend Yield Fund-Direct Plan-Growth,11.3772,
Tata Dividend Yield Fund-Direct Plan-IDCW Payout,11.3772,
Tata Dividend Yield Fund-Direct Plan-IDCW Reinvestment,11.3772,
Tata Dividend Yield Fund-Regular Plan-Growth,11.0074,
Tata Dividend Yield Fund-Regular Plan-IDCW Payout,11.0074,
Tata Dividend Yield Fund-Regular Plan-IDCW Reinvestment,11.0074,
,,
,,
,,
UTI Dividend Yield Fund - Direct Plan - IDCW,24.386,
UTI Dividend Yield Fund - Regular Plan - IDCW,20.7905,
UTI-Dividend Yield Fund.-Growth,102.6375,
UTI-Dividend Yield Fund.-Growth-Direct,109.2349,
,,
,,
,,
,,
,,
Aditya Birla Sun Life Tax Plan - Direct Plan - Growth Option,50.18,
Aditya Birla Sun Life Tax Plan - Regular Plan - Growth Option,46,
Aditya Birla Sun Life Tax Plan -DIRECT - IDCW,155.87,
Aditya Birla Sun Life Tax Plan -Regular - IDCW,86.59,
Aditya Birla Sun Life Tax Relief '96 - Growth - Direct Plan,41.61,
Aditya Birla Sun Life Tax Relief '96 - Growth Option,37.94,
Aditya Birla Sun Life Tax Relief '96 -DIRECT - IDCW,286.97,
Aditya Birla Sun Life Tax Relief '96 -Regular - IDCW,143.34,
,,
,,
,,
Axis Long Term Equity Fund - Direct Plan - Growth Option,66.8784,
Axis Long Term Equity Fund - Direct Plan - IDCW,40.1038,
Axis Long Term Equity Fund - Regular Plan - Growth,60.2549,
Axis Long Term Equity Fund - Regular Plan - IDCW,19.0891,
,,
,,
,,
BANDHAN Tax Advantage (ELSS) Fund - Regular Plan - Growth,97.596,
BANDHAN Tax Advantage (ELSS) Fund - Regular Plan - IDCW,25.76,
BANDHAN Tax Advantage (ELSS) Fund-Direct Plan-Growth,109.211,
BANDHAN Tax Advantage (ELSS) Fund-Direct Plan-IDCW,33.026,
,,
,,
,,
BANK OF INDIA Tax Advantage Fund-Direct Plan- Growth,109.01,
BANK OF INDIA Tax Advantage Fund-Direct Plan-IDCW,43.54,
BANK OF INDIA Tax Advantage Fund-ECO Plan-Growth,103.25,
BANK OF INDIA Tax Advantage Fund-ECO Plan-IDCW,17.14,
BANK OF INDIA Tax Advantage Fund-Regular Plan- Growth,96.01,
BANK OF INDIA Tax Advantage Fund-Regular Plan-IDCW,18.5,
,,
,,
,,
BARODA BNP PARIBAS ELSS Fund - Direct Plan - Growth Option,60.9012,
BARODA BNP PARIBAS ELSS Fund - Direct Plan - IDCW Option,21.4912,
BARODA BNP PARIBAS ELSS Fund - Regular - Growth Option,55.5697,
BARODA BNP PARIBAS ELSS Fund- Regular - IDCW Option,17.4161,
,,
,,
,,
CANARA ROBECO EQUITY TAX SAVER FUND - DIRECT PLAN - GROWTH OPTION,121.1,
CANARA ROBECO EQUITY TAX SAVER FUND - DIRECT PLAN - IDCW (Payout),54.62,
CANARA ROBECO EQUITY TAX SAVER FUND - REGULAR PLAN - GROWTH OPTION,111.33,
CANARA ROBECO EQUITY TAX SAVER FUND - REGULAR PLAN -IDCW (Payout),34.64,
,,
,,
,,
DSP Tax Saver Fund - Direct Plan - Growth,86.647,
DSP Tax Saver Fund - Direct Plan - IDCW,56.181,
DSP Tax Saver Fund - Regular Plan - Growth,79.717,
DSP Tax Saver Fund - Regular Plan - IDCW,17.553,
,,
,,
,,
Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Growth Option,78.35,
Edelweiss Long Term Equity Fund (Tax Savings) - Regular Plan - Growth Option,68.85,
Edelweiss Long Term Equity Savings Fund (Tax Savings) - Direct Plan - IDCW Option,27.19,
Edelweiss Long Term Equity Savings Fund (Tax Savings) - Regular Plan - IDCW Option,19.13,
,,
,,
,,
Franklin India TAXSHIELD - Direct - Growth,947.716,
Franklin India TAXSHIELD - Direct - IDCW ,51.167,
Franklin India TAXSHIELD - IDCW ,44.8194,
Franklin India Taxshield-Growth,866.3784,
,,
,,
,,
HDFC Long Term Advantage Plan - Growth Option - Direct Plan,625.385,
HDFC Long Term Advantage Plan - Growth Plan,595.168,
HDFC Long Term Advantage Plan - IDCW Option - Direct Plan,57.515,
HDFC Long Term Advantage Plan - IDCW Plan,51.722,
HDFC Taxsaver - Growth Option - Direct Plan,844.805,
HDFC Taxsaver - Growth Plan,793.463,
HDFC Taxsaver - IDCW Option - Direct Plan,65.74,
HDFC Taxsaver - IDCW Plan,51.583,
,,
,,
,,
HSBC ELSS Fund - Direct Growth,81.936,
HSBC ELSS Fund - Direct IDCW Payout,30.9244,
HSBC ELSS Fund - Regular Growth,76.5698,
HSBC ELSS Fund - Regular IDCW Payout,23.03,
HSBC Tax Saver Equity Fund - Growth,52.9626,
HSBC Tax Saver Equity Fund - Growth Direct,58.2068,
HSBC Tax Saver Equity Fund - IDCW,23.0563,
HSBC Tax Saver Equity Fund - IDCW Direct Plan,24.9946,
,,
,,
,,
ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  Growth,626.25,
ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  IDCW,33.11,
ICICI Prudential Long Term Equity Fund (Tax Saving) - Growth,572.43,
ICICI Prudential Long Term Equity Fund (Tax Saving)- IDCW,19.31,
,,
,,
,,
IDBI Equity Advantage Fund - Growth Direct,42.19,
IDBI Equity Advantage Fund - Growth Regular,37.71,
IDBI Equity Advantage Fund - IDCW Direct,26.04,
IDBI Equity Advantage Fund - IDCW Regular,22.66,
,,
,,
,,
IIFL ELSS Nifty 50 Tax Saver Index Fund - Direct Plan - Growth,9.4312,
IIFL ELSS Nifty 50 Tax Saver Index Fund - Direct Plan - IDCW Payout,9.4312,
IIFL ELSS Nifty 50 Tax Saver Index Fund - Regular Plan - Growth,9.426,
IIFL ELSS Nifty 50 Tax Saver Index Fund - Regular Plan - IDCW Payout,9.426,
,,
,,
,,
Indiabulls Tax Savings Fund- Direct Plan- Dividend Option,13.98,
Indiabulls Tax Savings Fund- Direct Plan- Growth Option,14,
Indiabulls Tax Savings Fund- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout),12.81,
Indiabulls Tax Savings Fund-Regular Plan-Growth Option,12.8,
,,
,,
,,
Invesco India Tax Plan - Direct Plan - Growth,84.95,
Invesco India Tax Plan - Direct Plan - IDCW (Payout / Reinvestment),23.81,
Invesco India Tax Plan - Growth,73.8,
Invesco India Tax Plan - IDCW (Payout / Reinvestment),19.86,
,,
,,
,,
ITI Long Term Equity Fund - Direct Plan - Growth Option,14.6635,
ITI Long Term Equity Fund - Direct Plan - IDCW Option,14.0386,
ITI Long Term Equity Fund - Regular Plan - Growth Option,13.6347,
ITI Long Term Equity Fund - Regular Plan - IDCW Option,13.0384,
,,
,,
,,
JM Tax Gain Fund (Direct) - Growth Option,30.9983,
JM Tax Gain Fund (Direct) - IDCW,30.234,
JM Tax Gain Fund (Regular) - Growth option,27.8876,
JM Tax Gain Fund (Regular) - IDCW,27.8872,
,,
,,
,,
Kotak Tax Saver-Scheme-Growth,73.384,
Kotak Tax Saver-Scheme-Growth - Direct,83.591,
Kotak Tax Saver-Scheme-Payout of Income Distribution cum capital withdrawal option,27.464,
Kotak Tax Saver-Scheme-Payout of Income Distribution cum capital withdrawal option - Direct,35.016,
,,
,,
,,
LIC MF Tax Plan-Direct Plan-Growth,104.984,
LIC MF Tax Plan-Direct Plan-IDCW,24.041,
LIC MF Tax Plan-Regular Plan-Growth,94.5059,
LIC MF Tax Plan-Regular Plan-IDCW,20.6349,
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (10 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (10 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (15Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,25.8571,
LIC MF ULIS (5 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,28.0788,
LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,25.8571,
,,
,,
,,
Mahindra Manulife ELSS Fund - Direct Plan -Growth,20.8576,
Mahindra Manulife ELSS Fund - Regular Plan - IDCW,13.4497,
Mahindra Manulife ELSS Fund- Direct Plan - IDCW,15.5744,
Mahindra Manulife ELSS Fund- Regular Plan - Growth,18.4525,
,,
,,
,,
Mirae Asset Tax Saver Fund Direct IDCW,21.32,
Mirae Asset Tax Saver Fund Regular IDCW,18.555,
Mirae Asset Tax Saver Fund-Direct Plan -Growth,32.988,
Mirae Asset Tax Saver Fund-Regular Plan-Growth,29.839,
,,
,,
,,
Motilal Oswal Long Term Equity Fund (MOFLTE) - Direct Plan - Growth Option,29.4844,
Motilal Oswal Long Term Equity Fund (MOFLTE) - Regular Plan - Growth Option,26.4642,
Motilal Oswal Long Term Equity Fund Direct - IDCW Payout,23.5358,
Motilal Oswal Long Term Equity Fund Regular - IDCW Payout,19.3629,
,,
,,
,,
Navi ELSS Tax Saver Fund - Direct Plan IDCW Payout,22.039,
Navi ELSS Tax Saver Fund - Regular Plan IDCW Payout,19.659,
Navi ELSS Tax Saver Fund- Direct Plan- Growth Option,22.2944,
Navi ELSS Tax Saver Fund- Regular Plan- Growth Option,19.6573,
,,
,,
,,
NIPPON INDIA TAX SAVER (ELSS) FUND - ANNUAL IDCW Option,14.9767,
NIPPON INDIA TAX SAVER (ELSS) FUND - DIRECT Plan - ANNUAL IDCW Option,15.8523,
NIPPON INDIA TAX SAVER (ELSS) FUND - DIRECT Plan - IDCW Option,31.6939,
NIPPON INDIA TAX SAVER (ELSS) FUND - IDCW Option,24.6821,
Nippon India Tax Saver (ELSS) Fund-Growth Plan-Growth Option,76.6411,
Nippon India Tax Saver Fund - Direct Plan Growth Plan - Growth Option,82.809,
,,
,,
,,
PGIM India ELSS Tax Saver Fund - Direct Plan - Dividend Option,16.68,
PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,26.29,
PGIM India ELSS Tax Saver Fund - Regular Plan - Dividend Option,16.27,
PGIM India ELSS Tax Saver Fund - Regular Plan - Growth Option,23.79,
,,
,,
,,
Parag Parikh Tax Saver Fund- Direct Growth,20.6197,
Parag Parikh Tax Saver Fund- Regular Growth,19.683,
,,
,,
,,
quant Tax Plan - Growth Option - Direct Plan,244.9352,
quant Tax Plan - Growth Option - Regular Plan,224.6282,
quant Tax Plan - IDCW Option - Direct Plan,32.6501,
quant Tax Plan - IDCW Option - Regular Plan,31.1915,
,,
,,
,,
Quantum Tax Saving Fund - Direct Plan Growth Option,77.67,
Quantum Tax Saving Fund - Direct Plan IDCW,77.68,
Quantum Tax Saving Fund - Regular Plan Growth Option,75.87,
Quantum Tax Saving Fund - Regular Plan IDCW,75.87,
,,
,,
,,
Samco ELSS Tax Saver Fund - Direct Plan - Growth Option,9.9,
Samco ELSS Tax Saver Fund - Regular Plan - Growth Option,9.86,
,,
,,
,,
SBI Long Term Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),68.0873,
SBI LONG TERM EQUITY FUND - DIRECT PLAN -GROWTH,247.1234,
SBI Long Term Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),52.4131,
SBI LONG TERM EQUITY FUND - REGULAR PLAN- GROWTH,232.3359,
,,
,,
,,
Shriram Long Term Equity Fund - Direct Growth,15.8978,
Shriram Long Term Equity Fund - Direct- IDCW,15.8272,
Shriram Long Term Equity Fund - Regular Growth,14.7122,
Shriram Long Term Equity Fund - Regular-IDCW,14.7036,
,,
,,
,,
Sundaram Diversified Equity (ELSS) Direct Plan - Growth,152.9254,
Sundaram Diversified Equity (ELSS) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),14.7344,
Sundaram Diversified Equity (ELSS) Regular Plan - Growth,146.2354,
Sundaram Diversified Equity (ELSS) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),12.2843,
Sundaram Tax Savings Fund (Formerly Known as Principal Tax Savings Fund) - Direct Plan Growth,338.6324,
Sundaram Tax Savings Fund (Formerly Known as Principal Tax Savings Fund) Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option,338.314,
Sundaram Tax Savings Fund (Formerly Known as Principal Tax Savings Fund) Regular Growth,320.8007,
Sundaram Tax Savings Fund (Formerly Known as Principal Tax Savings Fund) Regular Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option,298.3099,
,,
,,
,,
Tata India Tax Savings Fund- Direct Plan - Payout of IDCW Option,144.9904,
Tata India Tax Savings Fund- Regular Plan - Payout of IDCW Option,67.748,
Tata India Tax Savings Fund-Growth-Direct Plan,31.1047,
Tata India Tax Savings Fund-Growth-Regular Plan,27.8926,
,,
,,
,,
Taurus Taxshield - Direct Plan - Growth,126.9,
Taurus Taxshield - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,58.49,
Taurus Taxshield - Regular Plan - Growth,118.15,
Taurus Taxshield - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,55.35,
,,
,,
,,
Union Long Term Equity Fund - Direct Plan - Growth Option,43.33,
Union Long Term Equity Fund - Direct Plan - IDCW Option,43.33,
Union Long Term Equity Fund - Growth Option,40.74,
Union Long Term Equity Fund - IDCW Option,22.78,
,,
,,
,,
UTI - Long Term Equity Fund (Tax Saving) - Direct Plan - Growth Option,145.8764,
UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Growth Option,133.4209,
UTI Long Term Equity Fund ( Tax Saving ) - Direct Plan - IDCW,34.3777,
UTI Long Term Equity Fund ( Tax Saving ) - Regular Plan - IDCW,25.4889,
,,
,,
,,
WhiteOak Capital Tax Saver Fund Direct Plan Growth,9.592,
WhiteOak Capital Tax Saver Fund Direct Plan IDCW,9.592,
WhiteOak Capital Tax Saver Fund Regular Plan Growth,9.508,
WhiteOak Capital Tax Saver Fund Regular Plan IDCW,9.508,
,,
,,
,,
,,
,,
Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,1186.42,
Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,1081.7,
Aditya Birla Sun Life Flexi Cap Fund -DIRECT - IDCW,158.6,
Aditya Birla Sun Life Flexi Cap Fund -Regular - IDCW,114.42,
,,
,,
,,
Axis Flexi Cap Fund - Direct Plan - Growth,17.86,
Axis Flexi Cap fund - Direct Plan - IDCW,12.35,
Axis Flexi Cap Fund - Regular Plan - Growth,16.56,
Axis Flexi Cap Fund - Regular Plan - IDCW,11.57,
,,
,,
,,
BANDHAN Flexi Cap Fund - Regular Plan - Growth,129.197,
BANDHAN Flexi Cap Fund - Regular Plan - IDCW,37.731,
BANDHAN Flexi Cap Fund-Direct Plan-Growth,138.913,
BANDHAN Flexi Cap Fund-Direct Plan-IDCW,40.44,
,,
,,
,,
Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,9.6805,
Baroda BNP Paribas Flexi Cap Fund - Direct Plan - IDCW Option,9.6805,
Baroda BNP Paribas Flexi Cap Fund - Regular Plan - Growth Option,9.5783,
Baroda BNP Paribas Flexi Cap Fund - Regular Plan - IDCW Option,9.5783,
,,
,,
,,
CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,233.51,
CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),64.54,
CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - GROWTH OPTION,213.91,
CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),43.62,
,,
,,
,,
DSP Flexi Cap Fund - Direct Plan - Growth,66.819,
DSP Flexi Cap Fund - Direct Plan - IDCW,63.31,
DSP Flexi Cap Fund - Regular Plan - Growth,61.567,
DSP Flexi Cap Fund - Regular Plan - IDCW,44.973,
,,
,,
,,
Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,25.08,
Edelweiss Flexi Cap Fund - Direct Plan - IDCW Option,20.59,
Edelweiss Flexi Cap Fund - Regular - IDCW Option,18.464,
Edelweiss Flexi Cap Fund - Regular Plan - Growth Option,22.487,
,,
,,
,,
Franklin India Flexi Cap Fund - Direct - Growth,1050.1696,
Franklin India Flexi Cap Fund - Direct - IDCW ,49.7161,
Franklin India Flexi Cap Fund - Growth,960.8756,
Franklin India Flexi Cap Fund - IDCW ,44.3208,
,,
,,
,,
HDFC Flexi Cap Fund - Growth Option - Direct Plan,1197.792,
HDFC Flexi Cap Fund - Growth Plan,1112.499,
HDFC Flexi Cap Fund - IDCW Option - Direct Plan,61.555,
HDFC Flexi Cap Fund - IDCW Plan,53.485,
,,
,,
,,
HSBC Flexi Cap Fund - Direct Growth,137.7485,
HSBC Flexi Cap Fund - Direct IDCW,30.0223,
HSBC Flexi Cap Fund - Regular Growth,125.7226,
HSBC Flexi Cap Fund - Regular IDCW,30.8873,
,,
,,
,,
ICICI Prudential Flexicap Fund - Direct Plan - Growth,11.28,
ICICI Prudential Flexicap Fund - Direct Plan - IDCW,11.27,
ICICI Prudential Flexicap Fund - Growth,11,
ICICI Prudential Flexicap Fund - IDCW,11,
,,
,,
,,
IDBI FLEXI CAP FUND Growth Direct,37.05,
IDBI FLEXI CAP FUND Growth Regular,32.98,
IDBI FLEXI CAP FUND IDCW - Direct Plan,23.38,
IDBI FLEXI CAP FUND IDCW - Regular Plan,20.24,
,,
,,
,,
Invesco India Flexi Cap Fund - Direct Plan - Growth,10.28,
Invesco India Flexi Cap Fund - Direct Plan - IDCW,10.28,
Invesco India Flexi Cap Fund - Growth,10.08,
Invesco India Flexi Cap Fund - IDCW,10.08,
,,
,,
,,
ITI Flexi Cap Fund- Direct Plan- Growth,9.8989,
ITI Flexi Cap Fund- Direct Plan- IDCW,9.8989,
